T2,PZU,090000,20170913,1,47.53,19.00,47.53,47.53,19.00,903.07,0.00,090000,gpw,1
T2,PZU,090000,20170913,2,47.53,31.00,47.53,47.53,50.00,2376.50,47.53,090000,gpw,2
T2,PZU,090000,20170913,3,47.53,10.00,47.53,47.53,60.00,2851.80,47.53,090000,gpw,3
T2,PZU,090000,20170913,4,47.53,105.00,47.53,47.53,165.00,7842.45,47.53,090000,gpw,4
T2,PZU,090000,20170913,5,47.53,161.00,47.53,47.53,326.00,15494.78,47.53,090000,gpw,5
T2,PZU,090000,20170913,6,47.53,20.00,47.53,47.53,346.00,16445.38,47.53,090000,gpw,6
T2,PZU,090000,20170913,7,47.53,246.00,47.53,47.53,592.00,28137.76,47.53,090000,gpw,7
T2,PZU,090000,20170913,8,47.53,167.00,47.53,47.53,759.00,36075.27,47.53,090000,gpw,8
T2,PZU,090000,20170913,9,47.53,20.00,47.53,47.53,779.00,37025.87,47.53,090000,gpw,9
T2,PZU,090000,20170913,10,47.53,67.00,47.53,47.53,846.00,40210.38,47.53,090000,gpw,10
T2,PZU,090000,20170913,11,47.53,5.00,47.53,47.53,851.00,40448.03,47.53,090000,gpw,11
T2,PZU,090000,20170913,12,47.53,9.00,47.53,47.53,860.00,40875.80,47.53,090000,gpw,12
T2,PZU,090000,20170913,13,47.53,34.00,47.53,47.53,894.00,42491.82,47.53,090000,gpw,13
T2,PZU,090000,20170913,14,47.53,110.00,47.53,47.53,1004.00,47720.12,47.53,090000,gpw,14
T2,PZU,090000,20170913,15,47.53,60.00,47.53,47.53,1064.00,50571.92,47.53,090000,gpw,15
T2,PZU,090000,20170913,16,47.53,28.00,47.53,47.53,1092.00,51902.76,47.53,090000,gpw,16
T2,PZU,090000,20170913,17,47.53,19.00,47.53,47.53,1111.00,52805.83,47.53,090000,gpw,17
T2,PZU,090000,20170913,18,47.53,37.00,47.53,47.53,1148.00,54564.44,47.53,090000,gpw,18
T2,PZU,090000,20170913,19,47.53,6.00,47.53,47.53,1154.00,54849.62,47.53,090000,gpw,19
T2,PZU,090000,20170913,20,47.53,6.00,47.53,47.53,1160.00,55134.80,47.53,090000,gpw,20
T2,PZU,090000,20170913,21,47.53,4.00,47.53,47.53,1164.00,55324.92,47.53,090000,gpw,21
T2,PZU,090000,20170913,22,47.53,16.00,47.53,47.53,1180.00,56085.40,47.53,090000,gpw,22
T2,PZU,090000,20170913,23,47.53,47.00,47.53,47.53,1227.00,58319.31,47.53,090000,gpw,23
T2,PZU,090000,20170913,24,47.53,20.00,47.53,47.53,1247.00,59269.91,47.53,090000,gpw,24
T2,PZU,090000,20170913,25,47.53,45.00,47.53,47.53,1292.00,61408.76,47.53,090000,gpw,25
T2,PZU,090000,20170913,26,47.53,34.00,47.53,47.53,1326.00,63024.78,47.53,090000,gpw,26
T2,PZU,090000,20170913,27,47.53,297.00,47.53,47.53,1623.00,77141.19,47.53,090000,gpw,27
T2,PZU,090000,20170913,28,47.53,203.00,47.53,47.53,1826.00,86789.78,47.53,090000,gpw,28
T2,PZU,090000,20170913,29,47.53,3.00,47.53,47.53,1829.00,86932.37,47.53,090000,gpw,29
T2,PZU,090000,20170913,30,47.53,31.00,47.53,47.53,1860.00,88405.80,47.53,090000,gpw,30
T2,PZU,090000,20170913,31,47.53,188.00,47.53,47.53,2048.00,97341.44,47.53,090000,gpw,31
